locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDBAEIFD_02830	CDS	1659	lipO		COG1653	Lipoprotein LipO
JDBAEIFD_02831	CDS	2859				hypothetical protein
JDBAEIFD_02832	CDS	1263	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
JDBAEIFD_02833	CDS	570				hypothetical protein
JDBAEIFD_02834	CDS	1488				hypothetical protein
JDBAEIFD_02835	CDS	735	betI_10			HTH-type transcriptional regulator BetI
JDBAEIFD_02836	CDS	696	nucS_2	3.1.-.-	COG1637	Endonuclease NucS
JDBAEIFD_02837	CDS	417				hypothetical protein
JDBAEIFD_02838	CDS	294	atpC		COG0355	ATP synthase epsilon chain
JDBAEIFD_02839	CDS	1482	atpD	7.1.2.2		ATP synthase subunit beta
JDBAEIFD_02840	CDS	900	atpG			ATP synthase gamma chain
JDBAEIFD_02841	CDS	1629	atpA	7.1.2.2		ATP synthase subunit alpha
JDBAEIFD_02842	CDS	813	atpH_1			ATP synthase subunit delta
JDBAEIFD_02843	CDS	594	atpF		COG0711	ATP synthase subunit b
JDBAEIFD_02844	CDS	252	atpH_2			ATP synthase subunit c
JDBAEIFD_02845	CDS	804	atpB		COG0356	ATP synthase subunit a
JDBAEIFD_02846	CDS	474				hypothetical protein
JDBAEIFD_02847	CDS	1110	wecA	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
JDBAEIFD_02848	CDS	669		2.7.7.87	COG0009	Putative threonylcarbamoyl-AMP synthase
JDBAEIFD_02849	CDS	921	prmC_3	2.1.1.297	COG2890	Release factor glutamine methyltransferase
JDBAEIFD_02850	CDS	1089	prfA		COG0216	Peptide chain release factor 1
JDBAEIFD_02851	CDS	216	rpmE		COG0254	50S ribosomal protein L31
JDBAEIFD_02852	CDS	363				hypothetical protein
JDBAEIFD_02853	CDS	183				hypothetical protein
JDBAEIFD_02854	CDS	336				hypothetical protein
JDBAEIFD_02855	CDS	2175	rho	3.6.4.-		Transcription termination factor Rho
JDBAEIFD_02856	CDS	999	thrB	2.7.1.39		Homoserine kinase
JDBAEIFD_02857	CDS	1092	thrC	4.2.3.1	COG0498	Threonine synthase
JDBAEIFD_02858	CDS	1329	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
JDBAEIFD_02859	CDS	657	hmuO	1.14.14.18		Heme oxygenase
JDBAEIFD_02860	CDS	1446	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
JDBAEIFD_02861	CDS	1683	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
JDBAEIFD_02862	CDS	654	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
JDBAEIFD_02863	tRNA	75				tRNA-Arg(ccg)
JDBAEIFD_02864	CDS	294				hypothetical protein
JDBAEIFD_02865	CDS	807	yidC_1			Membrane protein insertase YidC
JDBAEIFD_02866	CDS	864				hypothetical protein
JDBAEIFD_02867	CDS	246				hypothetical protein
JDBAEIFD_02868	CDS	390				hypothetical protein
JDBAEIFD_02869	CDS	105				hypothetical protein
JDBAEIFD_02870	CDS	117				hypothetical protein
JDBAEIFD_02871	CDS	1467	prpR		COG1396	HTH-type transcriptional regulator PrpR
JDBAEIFD_02872	CDS	1326	icl	4.1.3.1	COG2224	Isocitrate lyase
JDBAEIFD_02873	CDS	1668	aceB	2.3.3.9		Malate synthase
JDBAEIFD_02874	CDS	2751	adhE		COG1012	Aldehyde-alcohol dehydrogenase
JDBAEIFD_02875	CDS	522				hypothetical protein
JDBAEIFD_02876	CDS	123				hypothetical protein
JDBAEIFD_02877	CDS	1299	dapC	2.6.1.17	COG0436	putative N-succinyldiaminopimelate aminotransferase DapC
JDBAEIFD_02878	CDS	1383	mdtL_2			Multidrug resistance protein MdtL
JDBAEIFD_02879	CDS	744	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
JDBAEIFD_02880	CDS	1137		4.6.1.1	COG2114	pH-sensitive adenylate cyclase
JDBAEIFD_02881	CDS	927	birA_1	6.3.4.15		Bifunctional ligase/repressor BirA
JDBAEIFD_02882	CDS	1614	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
JDBAEIFD_02883	CDS	534				hypothetical protein
JDBAEIFD_02884	CDS	222				hypothetical protein
JDBAEIFD_02885	CDS	1725				hypothetical protein
JDBAEIFD_02886	CDS	750				hypothetical protein
JDBAEIFD_02887	CDS	678		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
JDBAEIFD_02888	CDS	1815	carB_2			Carbamoyl-phosphate synthase large chain
JDBAEIFD_02889	CDS	549	mutT3	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 3
JDBAEIFD_02890	CDS	882	efeU		COG0672	Ferrous iron permease EfeU
JDBAEIFD_02891	CDS	1203			COG2822	Efem/EfeO family lipoprotein
JDBAEIFD_02892	CDS	1392	efeN	1.11.1.-	COG2837	putative deferrochelatase/peroxidase EfeN
JDBAEIFD_02893	CDS	2007				hypothetical protein
JDBAEIFD_02894	CDS	1407	lpdA	1.6.5.2	COG1249	NAD(P)H dehydrogenase (quinone)
JDBAEIFD_02895	CDS	852	punA	2.4.2.1		Purine nucleoside phosphorylase
JDBAEIFD_02896	CDS	1848		5.4.2.8	COG1109	putative phosphomannomutase
JDBAEIFD_02897	CDS	714				hypothetical protein
JDBAEIFD_02898	CDS	2298	lpxD_2	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
JDBAEIFD_02899	CDS	696	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
JDBAEIFD_02900	CDS	1128	add	3.5.4.4	COG1816	Adenosine deaminase
JDBAEIFD_02901	CDS	228				hypothetical protein
JDBAEIFD_02902	CDS	1299	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
JDBAEIFD_02903	CDS	396	cdd	3.5.4.5	COG0295	Cytidine deaminase
JDBAEIFD_02904	CDS	1290				hypothetical protein
JDBAEIFD_02905	CDS	1305				hypothetical protein
JDBAEIFD_02906	CDS	1521	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
JDBAEIFD_02907	CDS	1095	tmpC		COG1744	Membrane lipoprotein TmpC
JDBAEIFD_02908	CDS	1257	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
JDBAEIFD_02909	CDS	1167	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
JDBAEIFD_02910	CDS	339	sdhC		COG2009	Succinate dehydrogenase 2 membrane subunit SdhC
JDBAEIFD_02911	CDS	459				hypothetical protein
JDBAEIFD_02912	CDS	1851	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
JDBAEIFD_02913	CDS	762	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
JDBAEIFD_02914	CDS	183				hypothetical protein
JDBAEIFD_02915	CDS	789				IS21 family transposase ISAau2
JDBAEIFD_02916	CDS	1224				hypothetical protein
JDBAEIFD_02917	CDS	771				hypothetical protein
JDBAEIFD_02918	CDS	993				hypothetical protein
JDBAEIFD_02919	CDS	615	yjcG	3.1.-.-	COG1514	Putative phosphoesterase YjcG
JDBAEIFD_02920	CDS	1065	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
JDBAEIFD_02921	CDS	399	tatB			Sec-independent protein translocase protein TatB
JDBAEIFD_02922	CDS	1518				hypothetical protein
JDBAEIFD_02923	CDS	975				hypothetical protein
JDBAEIFD_02924	CDS	597	sigE_3		COG1595	ECF RNA polymerase sigma factor SigE
JDBAEIFD_02925	CDS	573		2.1.1.-	COG4122	Putative O-methyltransferase
JDBAEIFD_02926	CDS	1593	pepA_2	3.4.11.1	COG0260	putative cytosol aminopeptidase
JDBAEIFD_02927	CDS	168				hypothetical protein
JDBAEIFD_02928	CDS	1260				hypothetical protein
JDBAEIFD_02929	CDS	927	folP2		COG0294	Inactive dihydropteroate synthase 2
JDBAEIFD_02930	CDS	819				hypothetical protein
JDBAEIFD_02931	CDS	1101	dapE_3	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
JDBAEIFD_02932	CDS	969	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
JDBAEIFD_02933	CDS	909				hypothetical protein
JDBAEIFD_02934	CDS	1299	gltA2	2.3.3.16	COG0372	Citrate synthase 1
JDBAEIFD_02935	CDS	1152	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
JDBAEIFD_02936	CDS	327			COG1146	Ferredoxin
JDBAEIFD_02937	CDS	258				hypothetical protein
JDBAEIFD_02938	CDS	4200				hypothetical protein
JDBAEIFD_02939	CDS	498		1.5.1.-		putative flavin reductase
JDBAEIFD_02940	CDS	420				hypothetical protein
JDBAEIFD_02941	CDS	948	mshB	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
JDBAEIFD_02942	CDS	1932	typA		COG1217	GTP-binding protein TypA/BipA
JDBAEIFD_02943	CDS	1803			COG0747	putative lipoprotein
JDBAEIFD_02944	CDS	1896	gsiA_3	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
JDBAEIFD_02945	CDS	612				hypothetical protein
JDBAEIFD_02946	CDS	1056	oppC_2		COG1173	Oligopeptide transport system permease protein OppC
JDBAEIFD_02947	CDS	1644				hypothetical protein
JDBAEIFD_02948	CDS	1866			COG0747	putative lipoprotein
JDBAEIFD_02949	CDS	465				hypothetical protein
JDBAEIFD_02950	CDS	438				hypothetical protein
JDBAEIFD_02951	CDS	399				hypothetical protein
JDBAEIFD_02952	CDS	843				hypothetical protein
JDBAEIFD_02953	CDS	939				hypothetical protein
JDBAEIFD_02954	CDS	1077	ychF		COG0012	Ribosome-binding ATPase YchF
JDBAEIFD_02955	CDS	420				hypothetical protein
JDBAEIFD_02956	CDS	1554				hypothetical protein
JDBAEIFD_02957	CDS	798	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
JDBAEIFD_02958	CDS	1413				hypothetical protein
JDBAEIFD_02959	CDS	1044	ispH2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
JDBAEIFD_02960	CDS	1248	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
JDBAEIFD_02961	CDS	306	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
JDBAEIFD_02962	CDS	924	scrK	2.7.1.4	COG0524	Fructokinase
JDBAEIFD_02963	CDS	1269	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
JDBAEIFD_02964	CDS	849	sugB		COG0395	Trehalose transport system permease protein SugB
JDBAEIFD_02965	CDS	969	sugA		COG1175	Trehalose transport system permease protein SugA
JDBAEIFD_02966	CDS	1293	lpqY		COG1653	Trehalose-binding lipoprotein LpqY
JDBAEIFD_02967	CDS	633	cynT	4.2.1.1	COG0288	Carbonic anhydrase
JDBAEIFD_02968	CDS	600				hypothetical protein
JDBAEIFD_02969	CDS	450				hypothetical protein
JDBAEIFD_02970	CDS	93				hypothetical protein
JDBAEIFD_02971	CDS	1062				hypothetical protein
JDBAEIFD_02972	CDS	633	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
JDBAEIFD_02973	CDS	1134				hypothetical protein
JDBAEIFD_02974	CDS	354				hypothetical protein
JDBAEIFD_02975	CDS	1428	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
JDBAEIFD_02976	CDS	564	yyaP_2		COG0262	putative protein YyaP
JDBAEIFD_02977	CDS	1677	mdtD_3			Putative multidrug resistance protein MdtD
JDBAEIFD_02978	CDS	642				hypothetical protein
JDBAEIFD_02979	CDS	3348				hypothetical protein
JDBAEIFD_02980	CDS	2868				hypothetical protein
JDBAEIFD_02981	CDS	978	btuD_12	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JDBAEIFD_02982	CDS	723	ytrE_2		COG1136	ABC transporter ATP-binding protein YtrE
JDBAEIFD_02983	CDS	240				hypothetical protein
JDBAEIFD_02984	CDS	1392				hypothetical protein
JDBAEIFD_02985	CDS	762		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
JDBAEIFD_02986	CDS	696				hypothetical protein
JDBAEIFD_02987	CDS	855	ybeM	3.5.1.128		Deaminated glutathione amidase
JDBAEIFD_02988	CDS	324				hypothetical protein
JDBAEIFD_02989	CDS	885	mca	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
JDBAEIFD_02990	CDS	414				hypothetical protein
JDBAEIFD_02991	CDS	486	greA		COG0782	Transcription elongation factor GreA
JDBAEIFD_02992	CDS	1203	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
JDBAEIFD_02993	CDS	1305			COG0628	Putative transport protein
JDBAEIFD_02994	CDS	1233	metB_2	2.5.1.48	COG0626	Cystathionine gamma-synthase
JDBAEIFD_02995	CDS	669	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
JDBAEIFD_02996	CDS	333				hypothetical protein
JDBAEIFD_02997	CDS	906				hypothetical protein
JDBAEIFD_02998	CDS	1254	xyoA	1.1.3.41	COG0277	putative xylitol oxidase
JDBAEIFD_02999	CDS	411				hypothetical protein
JDBAEIFD_03000	CDS	408	fkbP	5.2.1.8		FK506-binding protein
JDBAEIFD_03001	CDS	861	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JDBAEIFD_03002	CDS	594				hypothetical protein
JDBAEIFD_03003	CDS	1686	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
JDBAEIFD_03004	CDS	1032	axeA_1	3.1.1.41	COG3458	Cephalosporin-C deacetylase
JDBAEIFD_03005	CDS	1407	cbs_2	4.2.1.22	COG0031	Putative cystathionine beta-synthase
JDBAEIFD_03006	CDS	807				hypothetical protein
JDBAEIFD_03007	CDS	966	bcrA_6			Bacitracin transport ATP-binding protein BcrA
JDBAEIFD_03008	CDS	867				hypothetical protein
JDBAEIFD_03009	CDS	444				hypothetical protein
JDBAEIFD_03010	CDS	864			COG2375	putative protein
JDBAEIFD_03011	CDS	840	menH_5	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JDBAEIFD_03012	CDS	159				hypothetical protein
JDBAEIFD_03013	CDS	771				hypothetical protein
JDBAEIFD_03014	CDS	339				hypothetical protein
JDBAEIFD_03015	CDS	108				hypothetical protein
JDBAEIFD_03016	CDS	210				hypothetical protein
JDBAEIFD_03017	CDS	543	ppsA_2	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
JDBAEIFD_03018	CDS	1902		3.2.1.58		Exo-beta-1,3-glucanase
JDBAEIFD_03019	CDS	927	nodD2_1			Nodulation protein D 2
JDBAEIFD_03020	CDS	1044	degA_4		COG1609	HTH-type transcriptional regulator DegA
JDBAEIFD_03021	CDS	1314				hypothetical protein
JDBAEIFD_03022	CDS	885	melD_4		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
JDBAEIFD_03023	CDS	912	ngcG_6		COG0395	Diacetylchitobiose uptake system permease protein NgcG
JDBAEIFD_03024	CDS	2640		3.2.1.40		Alpha-L-rhamnosidase
JDBAEIFD_03025	CDS	2523	rhaS_2			HTH-type transcriptional activator RhaS
JDBAEIFD_03026	CDS	645	yvdM	5.4.2.6	COG0637	Beta-phosphoglucomutase
JDBAEIFD_03027	CDS	1695	nag3	3.2.1.21	COG1472	Beta-N-acetylglucosaminidase/beta-glucosidase
JDBAEIFD_03028	CDS	1062				hypothetical protein
JDBAEIFD_03029	CDS	1230				hypothetical protein
JDBAEIFD_03030	CDS	1017				hypothetical protein
JDBAEIFD_03031	CDS	1500	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
JDBAEIFD_03032	CDS	990	degA_5		COG1609	HTH-type transcriptional regulator DegA
JDBAEIFD_03033	CDS	1152	fucO_2	1.1.1.77	COG1454	Lactaldehyde reductase
JDBAEIFD_03034	CDS	2055	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
JDBAEIFD_03035	CDS	1212	lldD_1	1.1.-.-	COG1304	Putative L-lactate dehydrogenase
JDBAEIFD_03036	CDS	1209	smc_5			Chromosome partition protein Smc
JDBAEIFD_03037	CDS	1212	ymfD			Bacillibactin exporter
JDBAEIFD_03038	CDS	528				hypothetical protein
JDBAEIFD_03039	CDS	1077	sdgD	1.13.11.4		Gentisate 1,2-dioxygenase
JDBAEIFD_03040	CDS	1002	yisK		COG0179	putative protein YisK
JDBAEIFD_03041	CDS	1020				hypothetical protein
JDBAEIFD_03042	CDS	1131	auaG_1	1.14.13.222		Aurachin C monooxygenase/isomerase
JDBAEIFD_03043	CDS	1047				hypothetical protein
JDBAEIFD_03044	CDS	933	nodD2_2			Nodulation protein D 2
JDBAEIFD_03045	CDS	1191		2.3.1.9	COG0183	putative acetyl-CoA acetyltransferase
JDBAEIFD_03046	CDS	1008				hypothetical protein
JDBAEIFD_03047	CDS	1026	bphC	1.13.11.39		Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase
JDBAEIFD_03048	CDS	675	scoB_2	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
JDBAEIFD_03049	CDS	780	scoA_2	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
JDBAEIFD_03050	CDS	945				hypothetical protein
JDBAEIFD_03051	CDS	1239	nagX	1.14.13.24	COG0654	3-hydroxybenzoate 6-hydroxylase
JDBAEIFD_03052	CDS	783	allR		COG1414	HTH-type transcriptional repressor AllR
JDBAEIFD_03053	CDS	621		1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
JDBAEIFD_03054	CDS	273	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
JDBAEIFD_03055	CDS	1170	apsI	5.3.1.-	COG4952	D-apiose isomerase
JDBAEIFD_03056	CDS	1491	rhaB_1	2.7.1.5	COG1070	L-Rhamnulokinase
JDBAEIFD_03057	CDS	828	rhaD	4.1.2.19		Rhamnulose-1-phosphate aldolase
JDBAEIFD_03058	CDS	465				IS3 family transposase ISAar24
JDBAEIFD_03059	CDS	687				IS3 family transposase ISAar24
JDBAEIFD_03060	CDS	381				hypothetical protein
JDBAEIFD_03061	CDS	1041				hypothetical protein
JDBAEIFD_03062	tRNA	76				tRNA-Leu(taa)
JDBAEIFD_03063	CDS	1503	cdr_2	1.8.1.14		Coenzyme A disulfide reductase
JDBAEIFD_03064	CDS	1191				hypothetical protein
JDBAEIFD_03065	CDS	330				hypothetical protein
JDBAEIFD_03066	CDS	954	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
JDBAEIFD_03067	CDS	495				hypothetical protein
JDBAEIFD_03068	CDS	453	ftsL_2			Cell division protein FtsL
JDBAEIFD_03069	CDS	252				hypothetical protein
JDBAEIFD_03070	CDS	1038				hypothetical protein
JDBAEIFD_03071	CDS	1284	eno	4.2.1.11	COG0148	Enolase
JDBAEIFD_03072	CDS	1383	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
JDBAEIFD_03073	CDS	1563	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
JDBAEIFD_03074	CDS	645	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
JDBAEIFD_03075	CDS	600				hypothetical protein
JDBAEIFD_03076	CDS	3669	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
JDBAEIFD_03077	CDS	453	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
JDBAEIFD_03078	CDS	1632				Iron-sulfur cluster carrier protein
JDBAEIFD_03079	CDS	1347				hypothetical protein
JDBAEIFD_03080	CDS	1140	gumI	2.4.1.251		GDP-mannose:glycolipid 4-beta-D-mannosyltransferase
JDBAEIFD_03081	CDS	1065	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JDBAEIFD_03082	CDS	1350				hypothetical protein
JDBAEIFD_03083	CDS	1083				hypothetical protein
JDBAEIFD_03084	CDS	4710				hypothetical protein
JDBAEIFD_03085	CDS	3531				hypothetical protein
JDBAEIFD_03086	CDS	690				hypothetical protein
JDBAEIFD_03087	CDS	798				hypothetical protein
JDBAEIFD_03088	CDS	1251				hypothetical protein
JDBAEIFD_03089	CDS	1539				hypothetical protein
JDBAEIFD_03090	CDS	1110				hypothetical protein
JDBAEIFD_03091	CDS	933				hypothetical protein
JDBAEIFD_03092	CDS	1110	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JDBAEIFD_03093	CDS	1626				hypothetical protein
JDBAEIFD_03094	CDS	2199				hypothetical protein
JDBAEIFD_03095	CDS	621	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
JDBAEIFD_03096	CDS	624	rplY		COG1825	50S ribosomal protein L25
JDBAEIFD_03097	CDS	984	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
JDBAEIFD_03098	CDS	1653	glmU		COG1207	Bifunctional protein GlmU
JDBAEIFD_03099	tRNA	74				tRNA-Gln(ttg)
JDBAEIFD_03100	CDS	612				putative HTH-type transcriptional regulator
JDBAEIFD_03101	CDS	525				hypothetical protein
JDBAEIFD_03102	CDS	1308	yycB		COG2807	putative transporter YycB
JDBAEIFD_03103	CDS	684				hypothetical protein
JDBAEIFD_03104	CDS	1281				hypothetical protein
JDBAEIFD_03105	CDS	735				hypothetical protein
JDBAEIFD_03106	CDS	702				hypothetical protein
JDBAEIFD_03107	CDS	1464	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
JDBAEIFD_03108	CDS	1344	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
JDBAEIFD_03109	CDS	570	iucB	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
JDBAEIFD_03110	CDS	1830	iucC	6.3.2.39	COG4264	Aerobactin synthase
JDBAEIFD_03111	CDS	2418	acyII	3.5.1.11		Penicillin acylase 2 proenzyme
JDBAEIFD_03112	CDS	693				hypothetical protein
JDBAEIFD_03113	CDS	1806	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
JDBAEIFD_03114	CDS	945	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
JDBAEIFD_03115	CDS	990	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
JDBAEIFD_03116	CDS	1326	rpf2	3.-.-.-	COG3583	Resuscitation-promoting factor Rpf2
JDBAEIFD_03117	CDS	1149				hypothetical protein
JDBAEIFD_03118	CDS	951	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
JDBAEIFD_03119	CDS	1785	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
JDBAEIFD_03120	CDS	816				hypothetical protein
JDBAEIFD_03121	CDS	171				hypothetical protein
JDBAEIFD_03122	CDS	1227				hypothetical protein
JDBAEIFD_03123	CDS	591	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
JDBAEIFD_03124	CDS	450				hypothetical protein
JDBAEIFD_03125	CDS	1773			COG1132	putative ABC transporter ATP-binding protein
JDBAEIFD_03126	CDS	945	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
JDBAEIFD_03127	CDS	1809	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
JDBAEIFD_03128	CDS	1491		3.2.1.52	COG3525	Beta-N-acetylhexosaminidase
JDBAEIFD_03129	CDS	918				hypothetical protein
JDBAEIFD_03130	CDS	276				hypothetical protein
JDBAEIFD_03131	CDS	153				hypothetical protein
JDBAEIFD_03132	CDS	231				hypothetical protein
JDBAEIFD_03133	CDS	693				IS481 family transposase ISMysp6
JDBAEIFD_03134	CDS	315				hypothetical protein
JDBAEIFD_03135	tRNA	76				tRNA-Ala(cgc)
JDBAEIFD_03136	CDS	1314				hypothetical protein
JDBAEIFD_03137	CDS	609	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
JDBAEIFD_03138	CDS	1239	moeA1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 1
JDBAEIFD_03139	CDS	1389				hypothetical protein
JDBAEIFD_03140	CDS	687		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
JDBAEIFD_03141	CDS	2697	quiP	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
JDBAEIFD_03142	CDS	312				hypothetical protein
JDBAEIFD_03143	CDS	345				hypothetical protein
JDBAEIFD_03144	CDS	618				hypothetical protein
JDBAEIFD_03145	CDS	555	mscL		COG1970	Large-conductance mechanosensitive channel
JDBAEIFD_03146	CDS	4782				hypothetical protein
JDBAEIFD_03147	CDS	468	narX_2		COG2180	Nitrate reductase-like protein NarX
JDBAEIFD_03148	CDS	705				hypothetical protein
JDBAEIFD_03149	CDS	1731	narY_2	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
JDBAEIFD_03150	CDS	3711	narG_2	1.7.5.1	COG5013	Nitrate reductase alpha subunit
JDBAEIFD_03151	CDS	1149		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
JDBAEIFD_03152	CDS	567				hypothetical protein
JDBAEIFD_03153	CDS	543				hypothetical protein
JDBAEIFD_03154	CDS	1494	emrB			Multidrug export protein EmrB
JDBAEIFD_03155	CDS	396				hypothetical protein
JDBAEIFD_03156	CDS	756				hypothetical protein
JDBAEIFD_03157	CDS	1014	rhaR_3			HTH-type transcriptional activator RhaR
JDBAEIFD_03158	CDS	708	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
JDBAEIFD_03159	CDS	615				hypothetical protein
JDBAEIFD_03160	CDS	717				hypothetical protein
JDBAEIFD_03161	CDS	1275				hypothetical protein
JDBAEIFD_03162	CDS	1329				hypothetical protein
JDBAEIFD_03163	CDS	378				hypothetical protein
JDBAEIFD_03164	CDS	261				hypothetical protein
JDBAEIFD_03165	CDS	1236				hypothetical protein
JDBAEIFD_03166	CDS	486				hypothetical protein
JDBAEIFD_03167	CDS	477				hypothetical protein
JDBAEIFD_03168	CDS	1101				hypothetical protein
JDBAEIFD_03169	CDS	240	rpmB_2		COG0227	50S ribosomal protein L28
JDBAEIFD_03170	CDS	174	rpmG2_2		COG0267	50S ribosomal protein L33 2
JDBAEIFD_03171	CDS	306	rpsN		COG0199	30S ribosomal protein S14
JDBAEIFD_03172	CDS	273	rpmE2		COG0254	50S ribosomal protein L31 type B
JDBAEIFD_03173	CDS	123				hypothetical protein
JDBAEIFD_03174	CDS	171	rpmF_2			50S ribosomal protein L32
JDBAEIFD_03175	CDS	1527	mepA			Multidrug export protein MepA
JDBAEIFD_03176	CDS	537				hypothetical protein
JDBAEIFD_03177	CDS	675				hypothetical protein
JDBAEIFD_03178	CDS	351				hypothetical protein
JDBAEIFD_03179	CDS	1908				hypothetical protein
JDBAEIFD_03180	CDS	1674	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
JDBAEIFD_03181	CDS	519				hypothetical protein
JDBAEIFD_03182	CDS	1224				hypothetical protein
JDBAEIFD_03183	CDS	2163	rapA	3.6.4.-		RNA polymerase-associated protein RapA
JDBAEIFD_03184	CDS	1641				hypothetical protein
JDBAEIFD_03185	CDS	885				hypothetical protein
JDBAEIFD_03186	CDS	405				hypothetical protein
JDBAEIFD_03187	CDS	402				hypothetical protein
JDBAEIFD_03188	CDS	354				hypothetical protein
JDBAEIFD_03189	CDS	897				hypothetical protein
