locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJECMPOM_01113	CDS	2718				hypothetical protein
JJECMPOM_01114	CDS	840				hypothetical protein
JJECMPOM_01115	CDS	1278	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JJECMPOM_01116	CDS	219				hypothetical protein
JJECMPOM_01117	CDS	765				hypothetical protein
JJECMPOM_01118	CDS	2058				hypothetical protein
JJECMPOM_01119	CDS	915				hypothetical protein
JJECMPOM_01120	CDS	1272				hypothetical protein
JJECMPOM_01121	CDS	1002	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
JJECMPOM_01122	CDS	1554				hypothetical protein
JJECMPOM_01123	CDS	1098	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
JJECMPOM_01124	CDS	357				hypothetical protein
JJECMPOM_01125	CDS	732		2.4.1.54		Undecaprenyl-phosphate mannosyltransferase
JJECMPOM_01126	CDS	864	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
JJECMPOM_01127	CDS	1311	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
JJECMPOM_01128	CDS	1275	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JJECMPOM_01129	CDS	1065	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
JJECMPOM_01130	CDS	1221	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JJECMPOM_01131	CDS	1296				hypothetical protein
JJECMPOM_01132	CDS	1197				hypothetical protein
JJECMPOM_01133	CDS	1059	iolG_5	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
JJECMPOM_01134	CDS	1209	per	2.6.1.102	COG0399	GDP-perosamine synthase
JJECMPOM_01135	CDS	690	wbpD	2.3.1.201	COG0110	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase
JJECMPOM_01136	CDS	675				hypothetical protein
JJECMPOM_01137	CDS	417				hypothetical protein
JJECMPOM_01138	CDS	1299	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
JJECMPOM_01139	CDS	1575	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
JJECMPOM_01140	CDS	987	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
JJECMPOM_01141	CDS	558	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
JJECMPOM_01142	CDS	1167	purK_1	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
JJECMPOM_01143	CDS	1326	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
JJECMPOM_01144	CDS	783	regX3_2		COG0745	Sensory transduction protein regX3
JJECMPOM_01145	CDS	1107				hypothetical protein
JJECMPOM_01146	CDS	714		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
JJECMPOM_01147	CDS	984	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
JJECMPOM_01148	CDS	1425	gltA2	2.3.3.16	COG0372	Citrate synthase 1
JJECMPOM_01149	CDS	1212	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
JJECMPOM_01150	CDS	324			COG1146	Ferredoxin
JJECMPOM_01151	CDS	315				hypothetical protein
JJECMPOM_01152	CDS	1920	typA		COG1217	GTP-binding protein TypA/BipA
JJECMPOM_01153	CDS	1269				hypothetical protein
JJECMPOM_01154	CDS	909	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
JJECMPOM_01155	CDS	519				hypothetical protein
JJECMPOM_01156	CDS	513				hypothetical protein
JJECMPOM_01157	CDS	1545				hypothetical protein
JJECMPOM_01158	CDS	387				hypothetical protein
JJECMPOM_01159	CDS	840				hypothetical protein
JJECMPOM_01160	CDS	1737		2.7.1.8		Glucosamine kinase
JJECMPOM_01161	CDS	771				hypothetical protein
JJECMPOM_01162	CDS	351				hypothetical protein
JJECMPOM_01163	CDS	1248			COG1373	putative protein
JJECMPOM_01164	CDS	798				hypothetical protein
JJECMPOM_01165	CDS	1245				hypothetical protein
JJECMPOM_01166	CDS	819				hypothetical protein
JJECMPOM_01167	CDS	1110	ychF		COG0012	Ribosome-binding ATPase YchF
JJECMPOM_01168	CDS	1026	ispH2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
JJECMPOM_01169	CDS	1278	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
JJECMPOM_01170	CDS	225	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
JJECMPOM_01171	CDS	933	scrK	2.7.1.4	COG0524	Fructokinase
JJECMPOM_01172	CDS	762		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
JJECMPOM_01173	CDS	687				hypothetical protein
JJECMPOM_01174	CDS	480	greA		COG0782	Transcription elongation factor GreA
JJECMPOM_01175	CDS	1587				hypothetical protein
JJECMPOM_01176	CDS	618	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
JJECMPOM_01177	CDS	399	fkbP	5.2.1.8		FK506-binding protein
JJECMPOM_01178	CDS	894				hypothetical protein
JJECMPOM_01179	tRNA	77				tRNA-Leu(taa)
JJECMPOM_01180	CDS	1392	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
JJECMPOM_01181	CDS	960	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
JJECMPOM_01182	CDS	507				hypothetical protein
JJECMPOM_01183	CDS	378	ftsB			Cell division protein FtsB
JJECMPOM_01184	CDS	363				hypothetical protein
JJECMPOM_01185	CDS	1281	eno	4.2.1.11	COG0148	Enolase
JJECMPOM_01186	CDS	567				hypothetical protein
JJECMPOM_01187	CDS	3684	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
JJECMPOM_01188	CDS	756	pth	3.1.1.29		Peptidyl-tRNA hydrolase
JJECMPOM_01189	CDS	1278	galK	2.7.1.6	COG0153	Galactokinase
JJECMPOM_01190	CDS	591	thpR	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
JJECMPOM_01191	CDS	1527				hypothetical protein
JJECMPOM_01192	CDS	837	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
JJECMPOM_01193	CDS	924	arcC1	2.7.2.2		Carbamate kinase 1
JJECMPOM_01194	CDS	1002	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
JJECMPOM_01195	CDS	1212	arcA	3.5.3.6	COG2235	Arginine deiminase
JJECMPOM_01196	CDS	1734	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
JJECMPOM_01197	CDS	1698				hypothetical protein
JJECMPOM_01198	CDS	1422				hypothetical protein
JJECMPOM_01199	CDS	2472				hypothetical protein
JJECMPOM_01200	CDS	1308				hypothetical protein
JJECMPOM_01201	CDS	966				hypothetical protein
JJECMPOM_01202	CDS	6228				hypothetical protein
JJECMPOM_01203	CDS	900	folD		COG0190	Bifunctional protein FolD protein
JJECMPOM_01204	CDS	1290	glyA1	2.1.2.1	COG0112	Serine hydroxymethyltransferase 1
JJECMPOM_01205	CDS	1530				hypothetical protein
JJECMPOM_01206	CDS	771		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
JJECMPOM_01207	CDS	3444				hypothetical protein
JJECMPOM_01208	CDS	1584				hypothetical protein
JJECMPOM_01209	CDS	681				hypothetical protein
JJECMPOM_01210	CDS	1371				hypothetical protein
JJECMPOM_01211	CDS	1368				hypothetical protein
JJECMPOM_01212	CDS	1593				hypothetical protein
JJECMPOM_01213	CDS	1047				hypothetical protein
JJECMPOM_01214	CDS	774				hypothetical protein
JJECMPOM_01215	CDS	507	hldE	2.7.7.70		Bifunctional protein HldE
JJECMPOM_01216	CDS	906	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
JJECMPOM_01217	CDS	1365	gltP		COG1301	Proton/glutamate-aspartate symporter
	repeat_region	706				
JJECMPOM_01218	CDS	987	mdh	1.1.1.37	COG0039	Malate dehydrogenase
JJECMPOM_01219	CDS	1074	lacI_2		COG1609	Lactose operon repressor
JJECMPOM_01220	CDS	1308	lacE			Lactose-binding protein
JJECMPOM_01221	CDS	927	lacF_4			Lactose transport system permease protein LacF
JJECMPOM_01222	CDS	810	lacG			Lactose transport system permease protein LacG
JJECMPOM_01223	CDS	3312	lacZ	3.2.1.23	COG3250	Beta-galactosidase
JJECMPOM_01224	CDS	1677	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
JJECMPOM_01225	CDS	1047				hypothetical protein
JJECMPOM_01226	CDS	2331	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
JJECMPOM_01227	CDS	855				hypothetical protein
JJECMPOM_01228	CDS	1437	sstT			Serine/threonine transporter SstT
JJECMPOM_01229	CDS	3441	epmA	6.3.1.-		Elongation factor P--(R)-beta-lysine ligase
JJECMPOM_01230	CDS	828				hypothetical protein
JJECMPOM_01231	CDS	1086				hypothetical protein
JJECMPOM_01232	CDS	2409				hypothetical protein
JJECMPOM_01233	CDS	1686				hypothetical protein
JJECMPOM_01234	CDS	276				hypothetical protein
JJECMPOM_01235	CDS	1218	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
JJECMPOM_01236	CDS	243				hypothetical protein
JJECMPOM_01237	CDS	1488				hypothetical protein
JJECMPOM_01238	CDS	1182	ackA	2.7.2.1	COG0282	Acetate kinase
JJECMPOM_01239	CDS	1134				hypothetical protein
JJECMPOM_01240	CDS	2091	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
JJECMPOM_01241	CDS	357				hypothetical protein
JJECMPOM_01242	CDS	1299	ybjJ			Inner membrane protein YbjJ
JJECMPOM_01243	CDS	501				hypothetical protein
JJECMPOM_01244	CDS	2283				hypothetical protein
JJECMPOM_01245	CDS	1401	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
JJECMPOM_01246	CDS	1698	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
JJECMPOM_01247	CDS	3222				hypothetical protein
JJECMPOM_01248	CDS	132				hypothetical protein
JJECMPOM_01249	CDS	1155		1.-.-.-	COG0516	putative oxidoreductase/MSMEI_1564
JJECMPOM_01250	CDS	717	dinG_3	3.1.-.-		3'-5' exonuclease DinG
JJECMPOM_01251	CDS	690	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
JJECMPOM_01252	CDS	1524	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
JJECMPOM_01253	CDS	1320		5.3.1.31		Sulfoquinovose isomerase
JJECMPOM_01254	CDS	933				hypothetical protein
JJECMPOM_01255	CDS	294	whiD			Transcriptional regulator WhiD
JJECMPOM_01256	CDS	189				hypothetical protein
JJECMPOM_01257	CDS	1650				hypothetical protein
JJECMPOM_01258	CDS	900	acbK	2.7.1.187		Acarbose 7(IV)-phosphotransferase
JJECMPOM_01259	CDS	267				hypothetical protein
JJECMPOM_01260	CDS	432				hypothetical protein
JJECMPOM_01261	CDS	297	groS		COG0234	10 kDa chaperonin
JJECMPOM_01262	CDS	1254				hypothetical protein
JJECMPOM_01263	CDS	1077	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
JJECMPOM_01264	CDS	534				hypothetical protein
JJECMPOM_01265	CDS	744	frdB_1	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
JJECMPOM_01266	CDS	1977	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
JJECMPOM_01267	CDS	705				hypothetical protein
JJECMPOM_01268	CDS	507	rimI	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
JJECMPOM_01269	CDS	696			COG1214	putative protein
JJECMPOM_01270	CDS	531				hypothetical protein
JJECMPOM_01271	CDS	1503		5.1.1.1		Alanine racemase
JJECMPOM_01272	CDS	1914	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
JJECMPOM_01273	CDS	894	glcU		COG4975	putative glucose uptake protein GlcU
JJECMPOM_01274	CDS	972	coaA	2.7.1.33	COG1072	Pantothenate kinase
JJECMPOM_01275	CDS	2082	caiT			L-carnitine/gamma-butyrobetaine antiporter
JJECMPOM_01276	CDS	267				hypothetical protein
JJECMPOM_01277	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
JJECMPOM_01278	CDS	492	rpsI		COG0103	30S ribosomal protein S9
JJECMPOM_01279	CDS	444	rplM		COG0102	50S ribosomal protein L13
JJECMPOM_01280	CDS	1047	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
JJECMPOM_01281	CDS	924	yehZ		COG1732	Glycine betaine-binding protein YehZ
JJECMPOM_01282	CDS	687	opuBB		COG1174	Choline transport system permease protein OpuBB
JJECMPOM_01283	CDS	648	opuCD		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCD
JJECMPOM_01284	CDS	828	opuCA	7.6.2.9	COG1125	Carnitine transport ATP-binding protein OpuCA
JJECMPOM_01285	CDS	1377				hypothetical protein
JJECMPOM_01286	CDS	2505	smc_4			Chromosome partition protein Smc
JJECMPOM_01287	CDS	723	lnrK_1		COG2197	Transcriptional regulatory protein LnrK
JJECMPOM_01288	CDS	1299				hypothetical protein
JJECMPOM_01289	CDS	915				hypothetical protein
JJECMPOM_01290	CDS	522				hypothetical protein
JJECMPOM_01291	CDS	1002	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
JJECMPOM_01292	CDS	408	rpsK		COG0100	30S ribosomal protein S11
JJECMPOM_01293	CDS	372	rpsM		COG0099	30S ribosomal protein S13
JJECMPOM_01294	CDS	114	rpmJ_2		COG0257	50S ribosomal protein L36
JJECMPOM_01295	CDS	222	infA		COG0361	Translation initiation factor IF-1
JJECMPOM_01296	CDS	867	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
JJECMPOM_01297	CDS	594	adk	2.7.4.3	COG0563	Adenylate kinase
JJECMPOM_01298	CDS	1293	secY		COG0201	Protein translocase subunit SecY
JJECMPOM_01299	CDS	483	rplO		COG0200	50S ribosomal protein L15
JJECMPOM_01300	CDS	183	rpmD		COG1841	50S ribosomal protein L30
JJECMPOM_01301	CDS	693				hypothetical protein
JJECMPOM_01302	CDS	372	rplR			50S ribosomal protein L18
JJECMPOM_01303	CDS	537	rplF		COG0097	50S ribosomal protein L6
JJECMPOM_01304	CDS	399	rpsH		COG0096	30S ribosomal protein S8
JJECMPOM_01305	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
JJECMPOM_01306	CDS	546	rplE		COG0094	50S ribosomal protein L5
JJECMPOM_01307	CDS	429				hypothetical protein
JJECMPOM_01308	CDS	369	rplN			50S ribosomal protein L14
JJECMPOM_01309	CDS	114				hypothetical protein
JJECMPOM_01310	CDS	852				hypothetical protein
JJECMPOM_01311	CDS	1110				hypothetical protein
JJECMPOM_01312	CDS	270	rpsQ		COG0186	30S ribosomal protein S17
JJECMPOM_01313	CDS	234	rpmC		COG0255	50S ribosomal protein L29
JJECMPOM_01314	CDS	420	rplP		COG0197	50S ribosomal protein L16
JJECMPOM_01315	CDS	801	rpsC		COG0092	30S ribosomal protein S3
JJECMPOM_01316	CDS	372	rplV		COG0091	50S ribosomal protein L22
JJECMPOM_01317	CDS	282	rpsS		COG0185	30S ribosomal protein S19
JJECMPOM_01318	CDS	837	rplB		COG0090	50S ribosomal protein L2
JJECMPOM_01319	CDS	306	rplW		COG0089	50S ribosomal protein L23
JJECMPOM_01320	CDS	645	rplD		COG0088	50S ribosomal protein L4
JJECMPOM_01321	CDS	669	rplC		COG0087	50S ribosomal protein L3
JJECMPOM_01322	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
JJECMPOM_01323	CDS	957				hypothetical protein
JJECMPOM_01324	CDS	1695				Fimbrial subunit type 1
JJECMPOM_01325	CDS	1707				Fimbrial subunit type 1
JJECMPOM_01326	CDS	2862				hypothetical protein
JJECMPOM_01327	CDS	108				hypothetical protein
JJECMPOM_01328	CDS	1191	tuf		COG0050	Elongation factor Tu
JJECMPOM_01329	CDS	2124	fusA		COG0480	Elongation factor G
JJECMPOM_01330	CDS	471	rpsG		COG0049	30S ribosomal protein S7
JJECMPOM_01331	CDS	375	rpsL			30S ribosomal protein S12
JJECMPOM_01332	CDS	1023				hypothetical protein
JJECMPOM_01333	CDS	3900	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
JJECMPOM_01334	CDS	3516	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
JJECMPOM_01335	CDS	387	rplL		COG0222	50S ribosomal protein L7/L12
JJECMPOM_01336	CDS	522	rplJ		COG0244	50S ribosomal protein L10
JJECMPOM_01337	CDS	1077	tagU_3	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
JJECMPOM_01338	CDS	1068	tagU_4	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
JJECMPOM_01339	CDS	996				hypothetical protein
JJECMPOM_01340	CDS	1683				Fimbrial subunit type 1
JJECMPOM_01341	CDS	2844				hypothetical protein
JJECMPOM_01342	CDS	717	rplA		COG0081	50S ribosomal protein L1
JJECMPOM_01343	CDS	432	rplK		COG0080	50S ribosomal protein L11
JJECMPOM_01344	CDS	771	nusG			Transcription termination/antitermination protein NusG
JJECMPOM_01345	CDS	294	secE			Protein translocase subunit SecE
JJECMPOM_01346	tRNA	74				tRNA-Trp(cca)
JJECMPOM_01347	CDS	1206	aspC1	2.6.1.1	COG0436	Aspartate aminotransferase
JJECMPOM_01348	CDS	798		3.1.1.23	COG2267	Monoacylglycerol lipase
JJECMPOM_01349	CDS	1176		3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
JJECMPOM_01350	CDS	1083	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
JJECMPOM_01351	CDS	171	rpmG2_2		COG0267	50S ribosomal protein L33 2
JJECMPOM_01352	tRNA	77				tRNA-Met(cat)
JJECMPOM_01353	tRNA	74				tRNA-Thr(ggt)
JJECMPOM_01354	tRNA	83				tRNA-Tyr(gta)
JJECMPOM_01355	CDS	504				hypothetical protein
JJECMPOM_01356	CDS	1122				hypothetical protein
JJECMPOM_01357	CDS	870	htpX	3.4.24.-	COG0501	Protease HtpX 
JJECMPOM_01358	CDS	1500	fprA	1.18.1.2	COG0493	NADPH-ferredoxin reductase FprA
JJECMPOM_01359	CDS	3531				hypothetical protein
JJECMPOM_01360	CDS	114				hypothetical protein
JJECMPOM_01361	CDS	903	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
JJECMPOM_01362	CDS	1164				hypothetical protein
JJECMPOM_01363	CDS	2343	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
JJECMPOM_01364	CDS	1014	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
JJECMPOM_01365	CDS	1569	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
JJECMPOM_01366	CDS	1548	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
JJECMPOM_01367	CDS	1995	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
JJECMPOM_01368	CDS	300		7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit 11
JJECMPOM_01369	CDS	990				hypothetical protein
JJECMPOM_01370	CDS	651	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
JJECMPOM_01371	CDS	1302	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
JJECMPOM_01372	CDS	2583	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
JJECMPOM_01373	CDS	1302	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
JJECMPOM_01374	CDS	720	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
JJECMPOM_01375	CDS	1365	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
JJECMPOM_01376	CDS	735	nuoC	7.1.1.-	COG0852	NADH-quinone oxidoreductase subunit C
JJECMPOM_01377	CDS	555	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
JJECMPOM_01378	CDS	360	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
JJECMPOM_01379	CDS	717	menG	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
JJECMPOM_01380	CDS	381	ytrA_2		COG1725	HTH-type transcriptional repressor YtrA
JJECMPOM_01381	CDS	888	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JJECMPOM_01382	CDS	768				hypothetical protein
JJECMPOM_01383	CDS	1512	menF	5.4.4.2		Isochorismate synthase MenF
JJECMPOM_01384	CDS	3084			COG0247	putative protein
JJECMPOM_01385	CDS	981	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
JJECMPOM_01386	CDS	243				hypothetical protein
JJECMPOM_01387	CDS	327				hypothetical protein
JJECMPOM_01388	CDS	114				hypothetical protein
JJECMPOM_01389	CDS	192				hypothetical protein
JJECMPOM_01390	CDS	420				hypothetical protein
JJECMPOM_01391	CDS	1524				IS1634 family transposase ISBli9
JJECMPOM_01392	CDS	174				hypothetical protein
JJECMPOM_01393	CDS	312				hypothetical protein
JJECMPOM_01394	CDS	2454				hypothetical protein
JJECMPOM_01395	CDS	153				hypothetical protein
JJECMPOM_01396	CDS	663				hypothetical protein
JJECMPOM_01397	CDS	1128	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
JJECMPOM_01398	CDS	1962	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
JJECMPOM_01399	CDS	1995				hypothetical protein
JJECMPOM_01400	CDS	438				hypothetical protein
JJECMPOM_01401	CDS	417				hypothetical protein
JJECMPOM_01402	CDS	2229	feoB		COG0370	Fe(2+) transporter FeoB
JJECMPOM_01403	CDS	225				hypothetical protein
JJECMPOM_01404	CDS	603				hypothetical protein
JJECMPOM_01405	CDS	1329	metY	2.5.1.49	COG2873	O-acetyl-L-homoserine sulfhydrylase
JJECMPOM_01406	CDS	2712	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
JJECMPOM_01407	CDS	1248				hypothetical protein
JJECMPOM_01408	CDS	381				hypothetical protein
JJECMPOM_01409	CDS	519				hypothetical protein
JJECMPOM_01410	CDS	399				hypothetical protein
JJECMPOM_01411	CDS	303				hypothetical protein
JJECMPOM_01412	CDS	219				hypothetical protein
JJECMPOM_01413	CDS	252				hypothetical protein
JJECMPOM_01414	CDS	453				hypothetical protein
JJECMPOM_01415	CDS	609				hypothetical protein
JJECMPOM_01416	CDS	261				hypothetical protein
JJECMPOM_01417	CDS	417				hypothetical protein
JJECMPOM_01418	CDS	534				hypothetical protein
JJECMPOM_01419	CDS	576				hypothetical protein
JJECMPOM_01420	CDS	243				hypothetical protein
JJECMPOM_01421	CDS	369				hypothetical protein
JJECMPOM_01422	CDS	747				hypothetical protein
JJECMPOM_01423	CDS	594				hypothetical protein
JJECMPOM_01424	CDS	564				hypothetical protein
JJECMPOM_01425	CDS	738				hypothetical protein
JJECMPOM_01426	CDS	1602				hypothetical protein
JJECMPOM_01427	CDS	615				hypothetical protein
JJECMPOM_01428	CDS	375				hypothetical protein
JJECMPOM_01429	CDS	285				hypothetical protein
JJECMPOM_01430	CDS	258				hypothetical protein
JJECMPOM_01431	CDS	159				hypothetical protein
JJECMPOM_01432	CDS	1467	sdrD			Serine-aspartate repeat-containing protein D
JJECMPOM_01433	CDS	672				hypothetical protein
JJECMPOM_01434	CDS	519				hypothetical protein
JJECMPOM_01435	CDS	192				hypothetical protein
JJECMPOM_01436	CDS	1371				hypothetical protein
JJECMPOM_01437	CDS	870	dasC		COG0395	Diacetylchitobiose uptake system permease protein DasC
JJECMPOM_01438	CDS	960	lacF_5			Lactose transport system permease protein LacF
JJECMPOM_01439	CDS	1251				hypothetical protein
JJECMPOM_01440	CDS	906				hypothetical protein
JJECMPOM_01441	CDS	345				hypothetical protein
JJECMPOM_01442	CDS	489				hypothetical protein
JJECMPOM_01443	CDS	390				hypothetical protein
JJECMPOM_01444	CDS	216				hypothetical protein
JJECMPOM_01445	CDS	1425				hypothetical protein
JJECMPOM_01446	CDS	453				hypothetical protein
JJECMPOM_01447	CDS	738				hypothetical protein
JJECMPOM_01448	CDS	1182				hypothetical protein
JJECMPOM_01449	CDS	1869				hypothetical protein
JJECMPOM_01450	CDS	594				hypothetical protein
JJECMPOM_01451	CDS	1272				hypothetical protein
JJECMPOM_01452	CDS	831				hypothetical protein
JJECMPOM_01453	CDS	735				hypothetical protein
JJECMPOM_01454	CDS	462				hypothetical protein
JJECMPOM_01455	CDS	1086				hypothetical protein
JJECMPOM_01456	CDS	276				hypothetical protein
JJECMPOM_01457	CDS	4452	eccC_2		COG1674	ESX secretion system protein EccC
JJECMPOM_01458	CDS	765				hypothetical protein
JJECMPOM_01459	CDS	1836	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
JJECMPOM_01460	CDS	1905				hypothetical protein
JJECMPOM_01461	CDS	1008				hypothetical protein
JJECMPOM_01462	CDS	1389				hypothetical protein
JJECMPOM_01463	CDS	2514				hypothetical protein
JJECMPOM_01464	CDS	1314				hypothetical protein
JJECMPOM_01465	CDS	966				hypothetical protein
JJECMPOM_01466	CDS	6075				hypothetical protein
JJECMPOM_01467	CDS	2637				hypothetical protein
JJECMPOM_01468	CDS	1470	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
JJECMPOM_01469	CDS	1554		2.7.7.-	COG0617	A-adding tRNA nucleotidyltransferase
JJECMPOM_01470	CDS	534	rppH_2	3.6.1.-		RNA pyrophosphohydrolase
JJECMPOM_01471	CDS	2250				hypothetical protein
JJECMPOM_01472	CDS	3249	murJ			lipid II flippase MurJ
JJECMPOM_01473	CDS	933	trxB	1.8.1.9	COG0492	Thioredoxin reductase
JJECMPOM_01474	CDS	1287	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
JJECMPOM_01475	CDS	1041	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
JJECMPOM_01476	CDS	3444				hypothetical protein
JJECMPOM_01477	CDS	618	gph_3	3.1.3.18		Phosphoglycolate phosphatase
JJECMPOM_01478	CDS	330				hypothetical protein
JJECMPOM_01479	CDS	1470	noc			Nucleoid occlusion protein
JJECMPOM_01480	CDS	882	parA			Chromosome partitioning protein ParA
JJECMPOM_01481	CDS	735	rsmG	2.1.1.170		Ribosomal RNA small subunit methyltransferase G
JJECMPOM_01482	CDS	534				hypothetical protein
JJECMPOM_01483	CDS	1320	yidC			Membrane protein insertase YidC
JJECMPOM_01484	CDS	396	yidD			Putative membrane protein insertion efficiency factor
JJECMPOM_01485	CDS	378	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
JJECMPOM_01486	CDS	138	rpmH		COG0230	50S ribosomal protein L34
JJECMPOM_01487	CDS	1623	dnaA		COG0593	Chromosomal replication initiator protein DnaA
JJECMPOM_01488	CDS	1137	dnaN		COG0592	Beta sliding clamp
JJECMPOM_01489	CDS	1209	recF		COG1195	DNA replication and repair protein RecF
JJECMPOM_01490	CDS	753				hypothetical protein
